Region,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_Moisture,Crop
Punjab,125.34674913132487,67.57281437753036,173.9778318598701,29.889703189201786,68.08846121024598,43.27559254058107,Sugarcane
Haryana,114.5844424782385,78.11250875581445,212.22426296193424,23.203689822523522,81.58311270102405,32.87812485861657,Sugarcane
Punjab,93.91359626690542,37.49331854168818,104.240270192069,19.691829772595018,52.3863848974048,30.122523064592222,Wheat
Punjab,60.39957984562758,31.95763987894207,95.6432755164924,35.63936856447066,38.5625991674045,18.32841477849828,Bajra
Punjab,103.90470966194219,59.082108468264806,148.0797964636873,29.664387985425304,68.99851796472112,38.88499588053017,Rice
Haryana,74.05229327994869,30.058201265567632,128.62976448542088,33.11446254345297,39.18450407474473,17.33119169950398,Cotton
Punjab,53.55133244853906,29.529120433369073,85.16374241931294,33.70366224657892,24.341217235280638,18.577524230325192,Bajra
Punjab,90.66575902518457,46.45741524426751,69.71754899686286,18.218159514723396,50.77384947281573,27.877169071278907,Wheat
Haryana,114.04769533474118,66.89065214139845,153.1340530200875,27.521218066143014,76.14325655807804,39.57653962057501,Rice
Haryana,133.50019836329477,52.09786330580426,153.51585777797467,30.880105921662846,75.24077777109754,43.225371220407325,Rice
Punjab,146.67365880140633,77.41955402321011,217.36358546106442,25.519076839548376,49.879973789326286,37.26527716461882,Sugarcane
Haryana,53.3732098948547,45.52631876828755,118.46616063272296,33.13986094269587,36.34888936927257,20.558065227032348,Cotton
Haryana,199.70627849067372,76.36124634075844,207.23815672721977,24.444092982489366,56.744774407042996,32.26982452293731,Sugarcane
Haryana,102.31294623330227,70.45243254187601,112.82479090559599,29.46071188315938,68.67393982000901,46.28596172161842,Rice
Haryana,80.55826027575128,38.640835165702974,104.83486761439141,37.52118252745425,37.63822969244611,24.334876195910596,Cotton
Punjab,71.83917038877027,41.88603209878858,115.26980160440502,34.582948578175454,51.413974844194904,22.695018546197144,Cotton
Punjab,41.54452284165857,24.249819101495156,79.01652147642139,36.308396260051175,41.942841568740754,15.777549657984107,Bajra
Punjab,122.61402166610695,67.41395346802038,141.61892615819738,30.964570181150513,84.97606600492676,36.301294486924974,Rice
Punjab,63.09547108441562,39.56345607209316,139.7723317554137,36.558298677221416,46.79771632817147,23.78829526813476,Cotton
Punjab,47.406319953680935,24.05235979160494,77.2473955330158,35.94966982462671,34.893463662455346,14.115968517761704,Bajra
Punjab,203.23718888149284,79.64851980870378,194.59469231317235,27.67080103252034,68.82789649560644,32.86516674756873,Sugarcane
Haryana,96.00286020837888,37.51018318878409,95.94176469173642,21.233889037594132,53.9274871658789,28.87781651021739,Wheat
Punjab,120.48861798277856,54.464065976392114,146.45511787916098,28.189264726617672,73.47734125607862,38.61343038792675,Rice
Haryana,94.04978489671679,43.420153158732504,93.42975171555292,17.983065094309737,62.95700183881402,29.69178546596529,Wheat
Haryana,104.81800760416769,52.37540373409702,90.77468690516,19.55198231376238,55.68813931854042,31.00261626998671,Wheat
Haryana,129.24543993502877,56.29666896410939,157.20624887066262,30.27624966411846,80.41268504341456,37.799507108878416,Rice
Punjab,159.9782880192883,77.74460177613841,200.46770250312363,30.06798697060715,60.45464686919102,40.44954283720116,Sugarcane
Punjab,57.46192438218175,35.71593135149535,92.20013655727507,36.269695188159396,43.59048923492542,20.403269864670932,Bajra
Punjab,149.16394133493623,59.63418983313207,206.4296913170012,27.36135103667287,68.4052443052796,37.62711547898055,Sugarcane
Punjab,155.0037783996067,71.4815072975158,184.13831816913455,30.1595008771968,61.0509338660128,32.746418310085886,Sugarcane
Punjab,43.083514611012916,23.16342745622834,82.97091021416739,37.6708054407771,26.12052392366624,15.427249869709733,Bajra
Punjab,41.68252515601824,32.205332757259654,84.76382020581543,39.94580303421639,40.054721534048575,17.496213742629884,Bajra
Punjab,66.1388734865235,30.28186080690024,116.156574408923,33.11822031406935,41.77045913368852,25.065035314268243,Cotton
Haryana,190.2465716351034,78.85990811019343,205.733145371343,25.108552438038554,61.22527227751834,35.993048683885426,Sugarcane
Haryana,85.90502016805485,46.56981599140494,77.07950614056591,19.11731434957922,60.22249322070907,25.739212128140277,Wheat
Punjab,99.00525342634208,63.90816110779207,142.75453871370306,27.884409573861767,79.35922284937045,40.164324750723864,Rice
Punjab,105.63184904545112,50.962805040722436,113.32115093120306,23.385546074462912,55.83029558516958,31.07741313919095,Wheat
Haryana,156.34748432337315,79.89124361759934,175.3039722726643,29.267159082873064,75.3517473004037,36.34861824757151,Sugarcane
Punjab,160.1117848367175,89.8911310832829,245.42899490845593,26.489006442040097,70.3666718075345,36.899201190662154,Sugarcane
Haryana,147.21423275540997,68.08403292096102,191.95819481165015,27.020433864033134,77.86166873774619,30.5454785632349,Sugarcane
Punjab,66.88978239441029,38.282381863067314,92.58092399529403,31.753760684971443,46.61259497404221,24.017820688391758,Cotton
Punjab,43.19373954704889,22.279570320880797,94.41256396668919,34.830759954460895,34.61301407241755,19.90987812763678,Bajra
Haryana,61.20059481151643,42.80828250825092,103.43943309409339,37.124038097822236,40.12493844301519,22.731478716317817,Cotton
Haryana,92.43832264184003,43.17624141829141,130.6964006499981,34.48417136406428,48.534254928388464,21.20499829314472,Cotton
Haryana,103.74001774226382,42.922941302434744,93.65948563802989,20.352507103896976,50.69085574281772,25.692325387460173,Wheat
Haryana,78.58666063985778,52.598888174011684,93.77500468977037,16.737253116647377,54.96127853003192,26.46153153077773,Wheat
Haryana,102.47009762468444,54.93343956257484,115.94811955524662,27.66596350361188,73.16407220861456,41.77555878935363,Rice
Haryana,104.17881259702975,59.061924316875746,103.70746644588404,21.581355160786032,55.653450122321914,27.146185616582628,Wheat
Punjab,48.10723376847612,24.075019249368037,79.50873519010423,34.81558978645762,30.035387551296083,14.689499757632554,Bajra
Haryana,94.62341368470946,61.10978656927148,160.51707897528144,26.04555709497874,78.17906515203246,38.059623351729,Rice
Punjab,42.423704766222585,23.29710125959886,62.195840268423,41.17528960579088,28.966329825961207,16.589996913630262,Bajra
Haryana,126.00286452477332,75.05570193854027,171.0544118055918,25.14058429449959,66.92421783024963,29.654637373412932,Sugarcane
Haryana,154.04766741197392,59.43048913293522,200.79427643439269,23.942807730471113,70.19075382518734,31.91880888789875,Sugarcane
Punjab,102.360181773499,45.49769820522441,139.53685255459138,28.967690169618106,78.3546846940511,36.21503954690921,Rice
Punjab,58.73292974212761,16.81850986982299,70.63175411398208,33.47700092288281,33.13336459318162,17.151045440924356,Bajra
Haryana,66.71916382527309,21.05739403307338,85.56239761911455,33.768500518666634,41.32670081602792,11.934646802227215,Bajra
Punjab,82.479953986272,32.62732389456992,108.8135284920862,30.785163740125956,47.36670591692572,21.958019920780178,Cotton
Punjab,100.63008896559376,53.01576333672363,91.39985140174514,18.832125703801598,57.87478341416626,28.383041932010414,Wheat
Punjab,121.63191345025469,62.48446860405039,215.53926719983875,33.53962446770908,72.61289012588696,41.21402932024242,Sugarcane
Haryana,164.21028174243722,77.99411938017487,237.0230812403823,28.810843213940114,73.99960540996267,36.33961554375849,Sugarcane
Punjab,62.306027791124244,31.98139279186639,83.9669721636059,37.94850124140657,32.275056496508384,19.165646350625764,Bajra
Punjab,77.71916907319529,46.41953919498536,107.20536801466108,30.126795843884803,42.14641574893144,22.938869674979493,Cotton
Haryana,113.72710875626686,71.95204198166037,148.65325136615186,21.618033825286602,80.88785207074731,43.042422710399364,Rice
Punjab,77.16485356487846,32.778422707641205,89.33791350841183,37.84682526817064,45.52093046680789,22.935452204905676,Cotton
Haryana,101.79219771323929,36.59957566090195,100.87262413464177,19.657286910594586,55.4141628525905,25.679570247575462,Wheat
Haryana,95.29148205068557,38.89876814129798,92.6068722794631,20.678023190953986,60.68818702748757,26.034532095983177,Wheat
Punjab,43.901605107300924,22.48106092268182,75.56059356667564,37.41644836540444,34.19364652944106,22.681496351906297,Bajra
Punjab,106.64136788742253,40.90354293117459,97.96583837150803,20.710946519639464,58.476337501261185,30.318202808580175,Wheat
Punjab,126.96254282098725,58.0590785136546,115.96144256940121,22.379156555476953,75.8115890473775,37.78166822690524,Rice
Haryana,96.92680892709487,56.744205069013034,140.2240794779421,28.909469687517287,72.04302635080977,45.18399511382447,Rice
Punjab,129.85120100528326,67.19649101390647,123.70793757731634,24.785092073145734,71.49375227797962,43.25379563355641,Rice
Haryana,94.17929122912946,38.129314182498206,99.10422274905068,21.097219965539107,60.551550639689324,29.075211312253753,Wheat
Punjab,154.09916364334535,79.14304578454406,186.16433258966924,27.126882112069136,67.27696456548,39.994625107837194,Sugarcane
Haryana,119.21294211810564,66.12668570998433,137.5371635468175,21.83730454523608,72.14142477339124,43.0190735728931,Rice
Punjab,138.05245082413174,73.96704406636508,170.15827485818835,29.646433403812313,59.80301559918281,38.053209362007024,Sugarcane
Punjab,111.19519024508455,53.3256241842979,138.2864920896973,25.76568125967397,83.184043626306,44.40946122578247,Rice
Haryana,96.0973784061315,45.94225938072393,83.66629252400375,19.446600416049847,55.84547636099671,27.766084588210298,Wheat
Punjab,74.34591721650618,42.58077576629146,95.3796589295103,32.77806564618988,42.37784428550428,22.63667788572472,Cotton
Punjab,95.9605698361348,44.17041419297289,101.47688538100692,22.538383094013376,53.82923312638332,26.91465760762705,Wheat
Punjab,86.72217304176118,53.065707451407576,108.84504962651035,20.420056633224796,48.29370136381631,28.84625789159761,Wheat
Haryana,89.60737387897144,45.67054089908361,120.23914027194807,32.978112173498054,40.47067609184611,27.138312767145674,Cotton
Punjab,60.30683123010048,24.18281921390256,85.37574859335865,35.6083759851004,38.254646705772274,11.548152236191257,Bajra
Haryana,49.21583762321798,28.52246020927502,77.45026864162791,32.416210150856614,31.096926312953734,19.39496689886974,Bajra
Punjab,130.63900408900608,69.34447237597576,204.01851413130493,28.779012725922552,58.22388394768326,34.942106641636336,Sugarcane
Punjab,149.50468301826626,93.81848559894782,215.90231799450495,26.87066226708184,67.21666411053526,41.26108037768976,Sugarcane
Haryana,163.81235044291236,85.89504459563057,205.0713645627569,27.476571103698088,62.28740260475924,34.27931027405558,Sugarcane
Haryana,64.28781776989291,30.263760575536786,112.48545532485048,32.96511928037803,54.582271605081765,24.784566640363877,Cotton
Haryana,107.8118620981762,48.15666726039119,102.8406897695833,18.702843364570224,53.69927790630471,30.588416501149094,Wheat
Punjab,104.33405038385405,56.401747151790715,122.19271599905059,23.838869862187963,77.89296267457695,41.30728103347227,Rice
Haryana,78.1306068988613,44.68655484515814,118.90156142731487,19.57333235450415,53.964639844905065,24.71110157036054,Wheat
Haryana,55.012791803695094,34.56894260389214,75.46935670791004,33.30155076748385,34.00307741207344,18.34366596771528,Bajra
Haryana,129.93109214851765,88.37624603779739,184.03964107532332,32.13217498013481,76.66387842846382,42.30924108103624,Sugarcane
Haryana,60.89283432957596,24.96525654870187,87.95229741105433,33.91302731200926,39.69206244649452,18.600126651733934,Bajra
Punjab,68.78911243001683,28.968933441373615,90.92950809425129,34.36866881317225,43.4874463666185,23.295255651159504,Bajra
Punjab,156.3774962070941,78.3961206362337,218.52557453832776,26.297760569578617,74.46353073844315,29.94564994148042,Sugarcane
Haryana,72.83476802463827,34.364550755907956,125.99061761198153,34.82233003383054,41.97546618035913,23.744470773544442,Cotton
Punjab,57.91638708049767,31.609727719561995,75.81697769030846,35.861767067231476,32.77704137386261,20.28428514374657,Bajra
Haryana,111.43031895610802,72.0319439086615,97.58448306571181,30.228767129806155,81.23042596248814,33.08869922530617,Rice
Punjab,80.0006472383767,33.3651153814552,100.18175529826037,36.4514451583219,52.94281673587815,25.478165623445904,Cotton
Haryana,160.62811949962096,63.5590476716026,194.95208261238784,22.566147725015377,66.55393040563382,35.5017634869054,Sugarcane
Punjab,121.51199944218817,73.32415177657094,156.95856648488925,28.345954246861222,77.52453499168335,39.00365995498599,Rice
Haryana,138.20040263574458,73.92230997341377,220.47151191136507,28.050348395973973,75.28969241117608,33.826328336524035,Sugarcane
Punjab,87.73827817326611,36.42680309730203,108.57341495716284,19.71684466388734,57.686827124674124,29.181801219650353,Wheat
Haryana,48.1432508240987,31.601491872544823,75.49046616905528,38.47180761933241,34.48641717389937,14.941866941561038,Bajra
Punjab,124.08056834977428,52.113822909824435,121.7408299040932,31.697182806253593,74.25265652798943,43.04405419571205,Rice
Haryana,103.76355441906203,44.61077135367983,97.07920067383958,21.643247305524536,62.4558320214009,26.748660037053078,Wheat
Punjab,46.16593839664632,29.787343430440043,77.57220029266743,33.810922919858825,35.30974309548577,15.836505589204814,Bajra
Haryana,101.39127792964442,46.2782529828735,97.26705118178609,21.927259143412105,59.69072396576991,29.018207997024337,Wheat
Punjab,137.5987701196016,67.83273760936021,206.20322572884547,27.64032363424318,68.66706428686642,32.06464291486278,Sugarcane
Haryana,133.61242941227025,71.07661222274675,234.7057223896101,22.603212636509795,67.00574607551093,35.498533287947225,Sugarcane
Haryana,54.83466410402346,21.120167152426763,59.4946377107764,35.00945159536944,28.380315236419506,17.928449866808855,Bajra
Punjab,59.349410383678986,25.530066593784397,90.37768190368485,37.36810353254134,31.67654381080218,18.796982543629305,Bajra
Punjab,89.16674840723918,48.92488563136787,107.00017538367788,32.48354354649218,42.528249400252804,21.736396965390906,Cotton
Haryana,89.11155592482484,38.67509162045132,118.47035947946296,22.673116209072575,55.41606518136057,32.952050296916944,Wheat
Punjab,150.49517200274377,79.61749320684774,190.2580232796367,28.154733024315252,69.60567989161777,38.818213140788224,Sugarcane
Haryana,78.53321878423358,37.23610707290571,89.260332688756,18.774011258239486,50.87295212641861,31.11226610217063,Wheat
Punjab,80.44635836176205,39.299619015203234,80.56395737830235,19.195150267565804,54.586424880517534,28.107729319151748,Wheat
Haryana,100.5803881531229,60.36863377306521,122.82098145731595,27.702706357252058,72.5967602925588,48.4646054092762,Rice
Punjab,112.97639821421774,52.51374395603317,145.41988253499207,27.388568084879484,74.76497724952236,36.391572847035576,Rice
Punjab,81.32454216642302,37.15493094937621,100.7387365112855,36.52380166443993,46.13747937866027,24.089919376779346,Cotton
Haryana,104.7320279096795,37.742153887852766,111.72572386837703,20.698365015610076,51.47494072120796,27.360577305855735,Wheat
Punjab,96.69112808793275,57.23916722544648,140.7050010785056,22.910578109557274,81.94332260051242,40.47459304170155,Rice
Punjab,162.50584882300456,66.95310961475505,235.742268435086,23.660433789951192,69.10823305794447,32.257117697035675,Sugarcane
Haryana,83.81323467479109,44.415913126378555,100.0743372977752,20.983867086125585,58.80457408580431,23.7930248428904,Wheat
Punjab,128.30022160137503,61.944037776435195,115.4767910417611,27.009298371530157,76.50850004450868,40.58512076526199,Rice
Punjab,64.31492367848062,35.47084868078476,130.6011529902122,30.857390756817722,44.38315947311549,21.38270409428496,Cotton
Punjab,106.8639460799205,75.82872903195337,131.20601288535258,29.171599198298924,76.96287838444196,34.9224802283161,Rice
Haryana,115.07952302595507,65.4084564435941,119.21109086844412,25.548122582750054,77.65529907473785,40.53818221635533,Rice
Haryana,105.9261459255711,44.70686231264766,136.47099944945617,24.108637369283652,76.0215994199416,36.04289889238892,Rice
Punjab,67.80995222774968,44.57639827679197,96.2694205383633,31.916292743563464,53.7063602810956,20.98039448393379,Cotton
Punjab,153.77340895019998,84.39029157499145,212.41995131745472,34.357782181159365,63.32719751361444,35.84077159973099,Sugarcane
Punjab,108.21887692911643,47.85683709626247,165.10985513101804,26.036489153825336,70.61877162089054,38.51855370643193,Rice
